row_id,candidate_id,type,title,venue,year,authors,doi,url,issn,link
105,12_SYED_TAMOORULHASSAN,journal,Caching in Wireless Small Cell Networks: A Storage-Bandwidth Tradeoff,IEEE Communication Letters,2016.0,"S. Tamoor-ul-Hassan, M. Bennis, P. H. J. Nardelli, M. Latva-aho, Syed",,,,
106,12_SYED_TAMOORULHASSAN,conference,Modeling and Analysis of Content Caching in Wireless Small Cell Networks,IEEE International Symposium on Wireless Communication,2015.0,"S. Tamoor-ul-Hassan, M. Bennis, P. H. J. Nardelli, M. Latva-aho",,,,
107,12_SYED_TAMOORULHASSAN,conference,Mobile Cloud based architecture for Device-to-Device Communication Underlying Cellular Network,IEEE IFIP Wireless Days,2013.0,"S. Tamoor-ul-Hassan, M. Ikram Ashraf, Marcos D. Katz",,,,
108,13_MANZOOR_ELLAHI,conference,A scheme for transfer of load between HVDC and HVAC Link,,2022.0,"Waheed Aftab Khan, Hafiz Fuad Usman, Ali Raza, Syed Khurram Abbas, Adnan Yousaf, Manzoor Ellahi",,,,
109,13_MANZOOR_ELLAHI,conference,IoT based health supervision of energy storage system,,2022.0,"Manzoor Ellahi, Muhammad Numan Khan, Muhammad Waqar Hassan, Hafiz Fuad Usman, Ali Raza, Waheed Aftab Khan",,,,
110,13_MANZOOR_ELLAHI,journal,Forecasting of wind speed and power through FFNN and CFNN using HPSOBA and MHPSO-BAACs techniques,Electronics,2022.0,"Manzoor Ellahi, Muhammad Rehan Usman, Waqas Arif, Hafiz Fuad Usman, Waheed A Khan, Gandeva Bayu Satrya, Kamran Daniel, Noman Shabbir",,,,
111,13_MANZOOR_ELLAHI,journal,Optimal Solution of Environmental Economic Dispatch Problems Using QPGPSO-ω,Applied Sciences (MDPI),2023.0,"Umair Ahmad Salaria, Muhammad Ilyas Menhas, Sohaib Manzoor, Faisal Mehmood Butt, Manzoor Ellahi, Nouman Ali, Zhassulan Orazbekov, Heba G Mohamed",,,,
112,13_MANZOOR_ELLAHI,journal,Real-Time Internet-based Technology Applying Machine Learning Algorithm to Identify Airplane,Journal of Innovative Computing and Informatics,2024.0,"Muhammad Ibrar, Saif Ur Rehman, Tahir Zaidi, Rida Javaid, Manzoor Ellahi, Wajih H Hashmi",,,,
113,13_MANZOOR_ELLAHI,conference,An Overview on Switching to Renewable Energy Resources in Pakistan for Sustainable Future: Its Challenges and Policy Recommendations,,2024.0,"Adnan Yousaf, Qaiser Nadeem, Jannat Bakht, Manzoor Ellahi, Shafaqut Ali",,,,
114,13_MANZOOR_ELLAHI,conference,Advancing Wearables: Dual-Band Antenna Design with High Permittivity Miniaturization using Natural Substrate,,2024.0,"Samra Arshad, Saif Ur Rehman, Muhammad Ibrar, Manzoor Ellahi",,,,
115,13_MANZOOR_ELLAHI,journal,Robust steganography technique for enhancing the protection of medical records in healthcare informatics,IEEE Journal of Biomedical and Health Informatics,2025.0,"Hammad Riaz, Rizwan Ali Naqvi, Manzoor Ellahi, Arslan Usman, M Rehan Usman, Daesik Jeong, Seung Won Lee",,,,
116,13_MANZOOR_ELLAHI,conference,Experimental study on lightning discharge attachment to the modern wind turbine blade with lightning protection system,,2017.0,"Waqas Arif, Qingmin Li, Zixin Guo, Manzoor Ellahi, Guozheng Wang, Wah Hoon Siew",,,,
117,13_MANZOOR_ELLAHI,conference,Faults detection and classification of HVDC transmission lines of using discrete wavelet transform,,2018.0,"Umar Saleem, Usman Arshad, Bilal Masood, Talha Gul, Waheed Aftab Khan, Manzoor Ellahi",,,,
118,13_MANZOOR_ELLAHI,conference,Design of interruption process for HVDC system using vacuum circuit breaker based on virtual current zero,,2017.0,"Ali Raza, Waheed Aftab Khan, Manzoor Ellahi, Bilal Masood",,,,
119,13_MANZOOR_ELLAHI,conference,Major Prospects of Wind Energy in Pakistan,,2020.0,"Z Ullah, SM Ali, I Khan, F Wahab, M Ellahi, B Khan",,,,
120,13_MANZOOR_ELLAHI,conference,Design of smart cooling system for power transformer,,2018.0,"Waheed Aftab Khan, Manzoor Ellahi, Bilal Masood, Fuad Usman, Ghulam Abbass",,,,
121,13_MANZOOR_ELLAHI,conference,"Dynamic Modeling, Control and Power Management in a Grid-Integrated PV/SOFC/SC based Hybrid Power System",,2021.0,"H. F. Usman, W.A. Khan, S. Hamid, M. Ellahi, A. Yousaf",,,,
122,13_MANZOOR_ELLAHI,journal,Demand Response & Broadcasting Control Technique for Smart Air Conditioners using NB-PLC,,2018.0,"B. Masood, W. A. Khan, M. Ellahi",,,,
123,13_MANZOOR_ELLAHI,journal,Design and Implementation of TCSC for 500kV Power Transmission System,,2018.0,"A. Raza, H. Farooq, M. Ellahi, W. Ali, S. Kaleem, M. N. Khan",,,,
124,13_MANZOOR_ELLAHI,journal,Online monitoring of Electricity Data through wireless transmission using Radio Frequency,,2013.0,"A. Raza, M. Ellahi, A. Bashir, M. Iqbal",,,,
125,13_MANZOOR_ELLAHI,journal,Field Measurements of NB-PLC for LV Network,,2018.0,"B. Masood, M. Ellahi, W. A. Khan, W. Akram, M. Usman, M. T. Gul",,,,
126,13_MANZOOR_ELLAHI,journal,Optimal Energy Saving for Highway M-2 using Unreliable Grid tied PV-Diesel Hybrid Design System,,2019.0,"M.A. Qaisrani, M. Ellahi, G. Abbas, W. A. Khan, B. Masood",,,,
127,13_MANZOOR_ELLAHI,journal,Power Factor Monitoring and Load Management using Smart Metering Techniques,,2013.0,"Manzoor Ellahi, S. A. Qureshi, M. Iqbal",,,,
128,13_MANZOOR_ELLAHI,journal,Recent Approaches of Forecasting and Optimal Economic Dispatch to Overcome Intermittency of Wind and Photovoltaic (PV) Systems: A Review,,2019.0,"Manzoor Ellahi, G. Abbas, I. Khan, P.M. Koola, M. Nasir, A. Raza, U. Farooq",,,,
129,13_MANZOOR_ELLAHI,journal,A hybrid metaheuristic approach for the solution of renewables-incorporated economic dispatch problems,,2020.0,"Manzoor Ellahi, G. Abbas",,,,
130,13_MANZOOR_ELLAHI,journal,A Modified Hybrid Particle Swarm Optimization with Bat Algorithm Parameter Inspired Acceleration Coefficients for Solving Eco-Friendly and Economic Dispatch Problems,,2021.0,"Manzoor Ellahi, G. Abbas, G. B. Satrya, M. R. Usman, J. Gu",,,,
131,14_SAROSH_TAHIR,conference,Enabling PUF-based Authentication in QKD Networks,International Conference,2025.0,"S. Tahir, S. Civelli, M. Ferrari, L. Potì, E. Paolini, P. Nadimi Goki, M. Brunero, A. Gatto, N. Andriolli, A. Giorgetti",,,,
132,14_SAROSH_TAHIR,conference,A Blocking Probability Study for the Aethereal Network-on-Chip,International Conference,2016.0,"S. Tahir, G. Marchetto, M. Grosso",,,,
133,14_SAROSH_TAHIR,journal,Merit of hybrid EDFA/Raman amplification in fixed-grid all-optical network exploiting multi-rate transponders,International Journal of Communication Systems,2018.0,"S. Tahir, A. Ahmad, A. Bianco, H. Chouman, D. DeTommaso, G. Marchetto, V. Curri",,,,
134,14_SAROSH_TAHIR,journal,Raman Pumping as an Energy Efficient Solution for NyWDM Flexible-grid Elastic Optical Networks,International Journal of Electrical,2017.0,"S. Tahir, A. Ahmad, A. Bianco, V. Curri, G. Marchetto",,,,
135,14_SAROSH_TAHIR,conference,Impact of Fiber Type and Raman Pumping in NyWDM Flexible-grid Elastic Optical Networks,IEEE International Conference on Transparent Optical Networks,2016.0,"S. Tahir, A. Ahmad, A. Bianco, H. Chouman, V. Curri, G. Marchetto",,,,
136,14_SAROSH_TAHIR,conference,Exploiting Transmission Level Potentialities in Logical Topology Design of Flexible-Grid Optical Networks,IEEE International Conference on Communications,2016.0,"S. Tahir, A. Ahmad, A. Bianco, H. Chouman, V. Curri, G. Marchetto",,,,
137,14_SAROSH_TAHIR,conference,Impact of Fiber Types and Raman Pumping in Reconfigurable DWDM Transparent Optical Networks,European Conference and Exhibition,2015.0,"S. Tahir, A. Ahmad, A. Bianco, H. Chouman, V. Curri, D. DeTommaso, G. Marchetto",,,,
138,14_SAROSH_TAHIR,conference,On the Importance of the Detailed Transmission Layer Modelling in Optical Network Design,Italian National Conference on Phot,2015.0,"S. Tahir, A. Ahmad, A. Bianco, H. Chouman, V. Curri, G. Marchetto",,,,
139,14_SAROSH_TAHIR,conference,A Transmission Layer Aware Network Design for Fixed and Flexible Grid Optical Networks,IEEE International Conference on Transparent Optical Networks,2015.0,"S. Tahir, A. Ahmad, A. Bianco, H. Chouman, V. Curri, G. Marchetto",,,,
140,14_SAROSH_TAHIR,conference,Exploring the Effects of Physical Layer Parameters in WDM based Fixed and Flexible-Grid Networks,IEEE-IFIP International Conference,2015.0,"S. Tahir, A. Ahmad, A. Bianco, H. Chouman, V. Curri, G. Marchetto",,,,
141,15_M_USMAN_ABBASI,journal,Multiple contaminant biosignal quality analysis for electrocardiography,Biomedical Signal Processing and Co,2022.0,"M. U. Abbasi, A. Rashad, G. Srivastava, and M. Tariq",,,,
142,15_M_USMAN_ABBASI,journal,Improved and secured electromyography in the Internet of health things,IEEE Journal of Biomedical and Health Informatics,2021.0,"M. U. Abbasi, M. Kamal, and M. Tariq",,,,
143,15_M_USMAN_ABBASI,journal,Detection of epilepsy seizures in neo-natal EEG using LSTM architecture,IEEE Access,2019.0,"M. U. Abbasi, A. Rashad, A. Basalamah, and M. Tariq",,,,
144,16_MUZZAMIL_GHAFFAR,journal,Accuracy Improvement of Non-Intrusive Load Monitoring Using Voting-Based Consensus Clustering,IEEE Access,2023.0,"Muzzamil Ghaffar, Shakil Rehman, Sheikh, Noman, Naseer, Bashir Salah, Soliman Alkhatib",,,,
145,16_MUZZAMIL_GHAFFAR,conference,Reducing the Environmental Impact of School Buildings Through Better Design: A Case Study in Pakistan,European Conference on Sustainability,2018.0,"Muzzamil Ghaffar, Shakil Rehman, Sheikh, Nouman, Ghafoor, Atiq ur Rehman",,,,
146,16_MUZZAMIL_GHAFFAR,journal,Mitigating CO2 emissions of academic buildings in Pakistan using energy conservation techniques,JOURNAL OF ENGINEERING AND APPLIED,2019.0,"Muzzamil Ghaffar, Shakil Rehman, Sheikh, Zafar Ullah, Koreshi, Nouman, Ghafoor, Muhammad, Shahid Khalil",,,,
147,16_MUZZAMIL_GHAFFAR,conference,Electrical energy management of building using fuzzy control,International Conference on Ro,2019.0,"Muzzamil Ghaffar, Shakil R Sheikh, Noman Naseer, Muhammad Naved, Umair Aziz, Zafar Ullah Koreshi",,,,
148,16_MUZZAMIL_GHAFFAR,conference,Assistive Smart Home Environment using Head Gestures and EEG Eye Blink Control Schemes,International Conference on Ar,2021.0,"Muzzamil Ghaffar, Shakil R Sheikh, Noman Naseer, Fraz, Ahmed",,,,
149,16_MUZZAMIL_GHAFFAR,journal,Non-intrusive load monitoring of buildings using spectral clustering,Sensors,2022.0,"Muzzamil Ghaffar, Shakil R Sheikh, Noman Naseer, Zia, Mohy Ud Din, Hafiz Zia Ur Rehman, Muhammad Naved",,,,
150,17_SUHAIL_ASGHAR,journal,Graphene as a Phase Shifter Element for Reflectarray Beam-Steering at THz Frequencies,Progress In Electromagnetics Research,2025.0,"SA Qureshi, Muhammad Ramlee Kamarudin, Yoshihide Yamada, Muhammad Hashim Dahri, Zuhairiah Zainal Abidin, Nordin Ramli",,,,
151,17_SUHAIL_ASGHAR,journal,Planar edged UWB antenna for water quality measurement,Progress In Electromagnetics Research,2023.0,"Joseph Charles Vinoth, Charles Vinoth, Subramaniam Ramesh, Subramaniam Ramesh, Zuhairiah Z Abidin, Suhail A Qureshi, Sivathanu Chitra, Elumalai Saranya",,,,
152,17_SUHAIL_ASGHAR,journal,Early Detection and Quantitative Analysis of Skin Cancer Using THz Metamaterial Biosensor,International Journal of Integrated,2024.0,"SA Qureshi, ZZ Abidin, MR Kamarudin, NB Ghazali",,,,
153,17_SUHAIL_ASGHAR,journal,The 6G Reconfigurable Reflectarray Antenna Using a Gold-VO-2 Bilayer Structure,Progress In Electromagnetics Research,2024.0,"SA Qureshi, MR Kamarudin, MI Abbasi, Y Yamada, MH Dahri, ZZ Abidin",,,,
154,17_SUHAIL_ASGHAR,journal,Millimetre‐wave metamaterial‐based sensor for characterisation of cooking oils,International Journal of Antennas,2021.0,"SA Qureshi, Z Zainal Abidin, AYI Ashyap, HA Majid, MR Kamarudin",,,,
155,17_SUHAIL_ASGHAR,journal,Double-Layered metamaterial resonator operating at millimetre wave for detection of dengue virus,AEU-International Journal of Electr,2022.0,"SA Qureshi, ZZ Abidin, AYI Ashyap, HA Majid, CH See",,,,
156,17_SUHAIL_ASGHAR,journal,Glucose level detection using millimetre-wave metamaterial-inspired resonator,Plos one,2022.0,"SA Qureshi, ZZ Abidin, NIM Elamin, HA Majid, AYI Ashyap, J Nebhen",,,,
157,17_SUHAIL_ASGHAR,journal,Reflectarray 2D Beam-Steering With Graphene on Copper Elements for 6G Point-to-Point Communication,IEEE Open Journal of Antennas and Propagation,2024.0,"SA Qureshi, MR Kamarudin, Y Yamada, MI Abbasi, MH Dahri, ZZ Abidin",,,,
158,18_MUHAMMAD_AMJAD,conference,Habitat types mapping using remote sensing techniques in Cyprus,Eleventh International Conference,2025.0,"Muhammad Amjad Iqbal, Eleftheria Kalogirou, Despina Makri",,,13816,
159,18_MUHAMMAD_AMJAD,conference,Comparison of Novel and Classical AI Techniques for SAR Oil Spill Detection,International Conference on Machine,2025.0,"Muhammad Amjad Iqbal, Iqbal, Eleftheria Kalogirou, Despina Makri",,,,
160,18_MUHAMMAD_AMJAD,conference,CFAR-based automatic ship detection exploiting polarimetric correlation descriptors,Eleventh International Conference,2025.0,"Muhammad Amjad Iqbal, E. Kalogirou, D. Makri, C. Mettas, M. Tzouvaras, D. G. Hadjimitsis",,,13816,
161,18_MUHAMMAD_AMJAD,conference,Accelerating ocean currents analysis: tiling-based parallel computing for SAR imagery,Eleventh International Conference,2025.0,"Muhammad Amjad Iqbal, E. Kalogirou, D. Makri, C. Mettas, M. Tzouvaras, D. G. Hadjimitsis",,,13816,
162,18_MUHAMMAD_AMJAD,journal,Oil Spill Detection using Convolutional Neural Networks and Sentinel-1 SAR Imagery,The International Archives of the Photogrammetry,2025.0,"Eleftheria Kalogirou, Konstantinos Christofi, Despoina Makri, Muhammad Amjad Iqbal",,,,
163,18_MUHAMMAD_AMJAD,journal,Subaperture decomposition analysis for accurate ship detection and velocity estimation in synthetic aperture radar imagery,Remote Sensing Letters,2024.0,"Muhammad Amjad Iqbal, Andrei Anghel, Mihai Datcu",,,,
164,18_MUHAMMAD_AMJAD,conference,Active Microwave Sensors for Vegetation Water Content Estimation,2024 IEEE International,2024.0,"Samiullah Yousaf, Muhammad Amjad Iqbal, Andrea Buono, Ferdinando Nunziata, Maurizio Migliaccio",,,,
165,18_MUHAMMAD_AMJAD,conference,Validation of Reported Strong Currents in Mamaia Bay (Black Sea) Using Sentinel-1 SAR Data,MetroSea2024,2024.0,"Muhammad Amjad Iqbal, Andrei Anghel, Mihai Datcu",,,,
166,18_MUHAMMAD_AMJAD,conference,Coarse-to-fine Estimation: Compressive Sensing for High-Resolution Inverse SAR Imaging,EuSAR 2024,2024.0,"Muhammad Amjad Iqbal, Miguel Heredia Conde, Andrei Anghel, Mihai Datcu",,,,
167,18_MUHAMMAD_AMJAD,conference,Towards Complex-Valued Deep Architectures with Data Model Preservation for Sea Surface Current Estimation from SAR Data,CBMI 2023,2023.0,"Muhammad Amjad Iqbal, Reza Mohammadi, Omid Ghozatlou, Andrei Anghel, Mihai Datcu",,,,
168,18_MUHAMMAD_AMJAD,journal,Ice Cover Delineation Over Devon Iceland Using Sentinel Polarimetric SAR and Optical Data,IEEE,2023.0,"Muhammad Amjad Iqbal, Andrei Anghel, Mihai Datcu",,,,
169,18_MUHAMMAD_AMJAD,journal,Assessment of mm-Wave High Resolution Inverse SAR Imaging both with Compact and Sparse Data,IEEE,2023.0,"Muhammad Amjad Iqbal, Andrei Anghel, Mihai Datcu, Iñigo Ederra, Juan Carlos Iriarte",,,,
170,18_MUHAMMAD_AMJAD,journal,Exploiting Inverse SAR Images and Dual-Pol Decomposition for the Estimation of Tree Scattering Properties,IEEE,2023.0,"Muhammad Amjad Iqbal, Andrei Anghel, Mihai Datcu, Andreas Bathelt, Stefan Sieger",,,,
171,18_MUHAMMAD_AMJAD,journal,Coastline Extraction From SAR Data Using Doppler Centroid Images,IEEE Geoscience and Remote Sensing,2022.0,"Muhammad Amjad Iqbal, Andrei Anghel, Mihai Datcu",1506205.0,,,
172,18_MUHAMMAD_AMJAD,journal,On the De-Ramping of SLC-IW Tops SAR Data and Ocean Circulation Parameters Estimation,IEEE,2022.0,"Muhammad Amjad Iqbal, Andrei Anghel, Mihai Datcu",,,,
173,18_MUHAMMAD_AMJAD,journal,Doppler Centroid Estimation for Ocean Surface Current Retrieval from Sentinel-1 SAR Data,IEEE,2022.0,"Muhammad Amjad Iqbal, Andrei Anghel, Mihai Datcu",,,,
174,19_ASIM_MASOOD,conference,Information theory based redundancy and independent component analysis,Proceedings of the 1.00,2008.0,"A. Masood, A K Nandi",,,,
175,19_ASIM_MASOOD,journal,Cochlear Microphonic Data Acquisition System,IEEE Instrumentation and Measurement,2024.0,"A. Masood, P. Teal, C. Hollitt and R. Dykstra",,,,
176,19_ASIM_MASOOD,conference,Independent Component Analysis based speech separation using geometric kth nearest neighbor entropy estimator,IEEE 5th International Conference,2020.0,"A. Masood, Z. Ye",,,,
177,19_ASIM_MASOOD,conference,Independent Vector Analysis based Convolutive Speech Separation by Estimating Entropy using Recursive Copula Splitting,15th IEEE International Conference,2020.0,"A. Masood, R. Tong, M. Shakeel and Z.Ye",,,,
178,19_ASIM_MASOOD,journal,Single Channel Speech Separation using Deep and Recurrent Neural Network via Copula Component Analysis,International Journal of Speech Technology,2021.0,"Asim Masood, Md Imran Hossain and Zhongfu Ye",,,,
179,19_ASIM_MASOOD,journal,Dual-Transform Source Separation Using Sparse Non-Negative Matrix Factorization,"Circuits, Systems & Signal Processing",2021.0,"Asim Masood, Md. Imran Hossain, Md. Shohidul Islam, Mst. Titasa Khatun, Rizwan Ullah, Zhongfu Ye",,,,
180,19_ASIM_MASOOD,journal,A non-invasive cochlear microphonic measurement system,Journal,2012.0,"Asim Masood, P.D.Teal and C.Hollitt",,,,
181,19_ASIM_MASOOD,journal,Improvement of Joint Optimization of Masks and Deep Recurrent Neural Networks for Monaural Speech Separation using Optimized Activation Functions,Chinese Journal of Acoustics,2020.0,"Asim Masood, Zhongfu Ye",,,,
182,20_SYED_FASIH_ALI,journal,Identification of efficient COVID-19 diagnostic test through artificial neural networks approach − and substantiated by modeling and simulation,Journal of Intelligent Systems,2021.0,"Mustafa Kamal Pasha, Syed Fasih Ali Gardazi, Imtiaz, Asma Talib Qureshi, Rabia Afrasiab",,,,
183,20_SYED_FASIH_ALI,conference,Latency Analysis of an RF Energy Harvesting System with a Backscatter Symbiotic Radio,IEEE Wireless communication and net,2024.0,"Syed Fasih Ali Gardazi, Momin Uppal, Jawwad Nasar, Chattha",,,,
184,20_SYED_FASIH_ALI,journal,Latency-Optimum NOMA With RF Energy Harvesting and Finite Battery Capacity,IEEE Communication Letters,2023.0,"Syed Fasih Ali Gardazi, Momin Uppal, Jawwad Chattha",,,,
185,20_SYED_FASIH_ALI,journal,On achieving throughput optimality with energy prediction-based power allocation in 5G networks,Transaction on Emerging Telecommuni,2018.0,"Syed Fasih Ali Gardazi, Rizwan Ahmed, Hassaan Khaliq, Waqas Ahmed",,,,
186,21_SAMAN_FATIMA,conference,A CMOS readout circuit for a low shunt resistance IR photo-detector,IEEE International Conference on El,2023.0,Saman Fatima; Emilie Avignon; Meseldzija; Caroline Lelandais-Perrault; Mohamed Ben Chouikha; Philippe Bénabès,,,,
187,22_ZEESHAN,journal,A Novel Bistatic-SAR Simulation-Based Fixed Receiver Multit,IEEE,2020.0,Abdul Wahab; Kashif Hussain; Abdul Wahab; Kashif Hussain; Haroon Ahmed; Tahir Bashir; Kamil Jalal; Zeeshan Hameed,,,,
188,22_ZEESHAN,conference,Multi-Factor Trust Management in Distributed Storage Networks based on Capacity and Behavior,9th International Conference,2024.0,Ibe Van Thillo; Zeeshan Hameed; Ibe Van Thillo; Zeeshan Hameed; Claus Pahl,,,,
189,22_ZEESHAN,journal,Motion Synchronization Control for a Large Aircraft's Hybrid Actuation System Using Fuzzy Logic- and Based Control Techniques,Mathematics,2023.0,Waheed Ur Rehman; Xingjian Wang; Zeeshan Hameed; Muhammad Yasir Gul,,,,
190,22_ZEESHAN,journal,Motion synchronization for the SHA/EMA hybrid actuation system by using an optimization algorithm,"Journal for Control, Measurement, and Diagnostics",2021.0,Waheed Ur Rehman; Xinhua Wang; Yiqi Cheng; Hui Chai; Zeeshan Hameed; Xingjian Wang; Farrukh Saleem,,,,
191,22_ZEESHAN,journal,Hierarchical Boosting Dual-Stage Feature Reduction Ensemble Model for Parkinson's Disease and Speech Data,Diagnostics,2021.0,Mingyao Yang; Jie Ma; Pin Wang; Zhiyong Huang; Yongming Li; He Liu; Zeeshan Hameed,,,,
192,22_ZEESHAN,journal,Weighted Hybrid Feature Reduction Embedded with Ensemble Learning for Speech Data of Parkinson's Disease,Mathematics,2021.0,Zeeshan Hameed; Waheed Ur Rehman; Wakeel Khan; Nasim Ullah; Fahad R. Albogamy,,,,
193,22_ZEESHAN,conference,Robust-DSN - Performance and Fault Tolerance of a Distributed Storage Network,Eighth International Conference,2023.0,Zeeshan Hameed; Hamid R. Barzegar; Nabil El Ioini; Claus Pahl,,,,
194,22_ZEESHAN,journal,Robust-DSN: A Hybrid Distributed Replication and Encoding Network and Grouped with a Distributed Swarm Workflow Scheduler,Electronics,2024.0,Zeeshan Hameed; Hamid R. Barzegar; Nabil El Ioini; Claus Pahl,,,,
195,22_ZEESHAN,journal,BE-DSN: leveraging blockchain for improving data availability and security in distributed storage networks,Cluster Computing,2025.0,Zeeshan Hameed; Hamid R. Barzegar; Nabil El Ioini; Claus Pahl,,,,
196,22_ZEESHAN,journal,A secure and reliable distributed storage system with multi-factor trust-aware workflow scheduling,Cluster Computing,2025.0,Zeeshan Hameed; Claus Pahl; Mohammad Hajian Berenjestanaki; Ibe Van Thillo,,,,
197,23_WAQAS_TARIQ_TOOR,conference,Enhancing early detection of diabetes using machine learning algorithms,1st International Conference,2024.0,"Atiqa Saeed, Hafiz Muhammad Salman Ajmal, Muhammad Umair Ahmad Khan, Waqas Tariq Toor",,,,
198,23_WAQAS_TARIQ_TOOR,journal,Experimental investigation on a solar-powered oxy-hydrogen gas system for enhanced plastic pyrolysis,Results in Optics,2024.0,"Saqlain Abbas, Muhammad Hamza, Komal Afzal, Zulkarnain Abbas, Waqas Tariq Toor, Ahmad Ali, Faiza Bibi, Zaryab Basharat",,,,
199,23_WAQAS_TARIQ_TOOR,conference,Machine Learning Based Early Detection for Brain Stroke,Horizons of Information Technology,2024.0,"Abdullah Khan, Waqas Tariq Toor, Sherazi, Nimra Saleem",,,,
200,23_WAQAS_TARIQ_TOOR,conference,"A Comparative Study of DenseNet121, VGG16, and Custom CNNs for Brain Tumor Classification using MRI Images",3rd International Conference,2024.0,"Muhammad Masab, Waqas Tariq Toor, Zohaib Rafi, Mujeeb Ur Rehman",,,,
201,23_WAQAS_TARIQ_TOOR,conference,Mutually Guided Image Dehazing,International Conference on Em,2022.0,"Usman Ali, Waqas Tariq Toor",,,,
202,23_WAQAS_TARIQ_TOOR,conference,Online control of random access with splitting,Proceedings of the Twenty-First International Conference,2020.0,"Waqas Tariq Toor, Jun-Bae Seo, Hu Jin",,,,
203,23_WAQAS_TARIQ_TOOR,journal,A Comparative Study of Customer Preferences for Telecommunication Technologies in Pakistan,Engineering Journal,2020.0,"Muhammad Saadi, Rabeel Manzoor, Waqas Tariq Toor, Sanika K Wijayasekara, Farhat Masood, Lunchakorn Wuttisittikulkij",,,,
204,23_WAQAS_TARIQ_TOOR,journal,Recursive pseudo-Bayesian access class barring for M2M communications in LTE systems,IEEE Transactions on Vehicular Technology,2017.0,"Hu Jin, Waqas Tariq Toor, Bang Chul Jung, Jun-Bae Seo",,,,
205,23_WAQAS_TARIQ_TOOR,journal,Distributed transmission control in multichannel S-ALOHA for ad-hoc Networks,IEEE Communications Letters,2017.0,"Waqas Tariq Toor, Jun-Bae Seo, Hu Jin",,,,
206,23_WAQAS_TARIQ_TOOR,journal,A novel dissimilarity of activity biomarker and functional connectivity analysis for the epilepsy diagnosis,Symmetry,2019.0,"Abdul Basit, Saqib Ali Khan, Waqas Tariq Toor, Naeem Maroof, Muhammad Saadi, Atif Ali Khan",,,,
207,23_WAQAS_TARIQ_TOOR,journal,Practical splitting algorithm for multi-channel slotted random access systems,IEEE Transactions on Mobile Computing,2019.0,"Waqas Tariq Toor, Jun-Bae Seo, Hu Jin",,,,
208,23_WAQAS_TARIQ_TOOR,journal,IoT enabled quality of experience measurement for next generation networks in smart cities,Sustainable Cities and Society,2020.0,"Muhammad Saadi, Muhammad Talha Noor, Aadil Imran, Waqas Tariq Toor, Shahid Mumtaz, Lunchakorn Wuttisittikulkij",,,,
209,23_WAQAS_TARIQ_TOOR,journal,Two step random access latency improvement in congested beyond 5G networks,Electronics,2020.0,"Mamta Agiwal, Mukesh Kumar Maheshwari, Waqas Tariq Toor",,,,
210,23_WAQAS_TARIQ_TOOR,journal,Combined access barring scheme for IoT devices using Bayesian estimation,Electronics,2020.0,"Waqas Tariq Toor, Maira Alvi, Mamta Agiwal",,,,
211,23_WAQAS_TARIQ_TOOR,journal,Analysis of two-step random access procedure for cellular ultra-reliable low latency communications,IEEE Access,2021.0,"Jun-Bae Seo, Waqas Tariq Toor, Hu Jin",,,,
212,23_WAQAS_TARIQ_TOOR,journal,Performance analysis of access class barring for next generation IoT devices,Alexandria Engineering Journal,2021.0,"Maira Alvi, Waqas Tariq Toor, Khamael M Abualnaja, Muhammad Saadi",,,,
213,23_WAQAS_TARIQ_TOOR,journal,Detection of small size traffic signs using regressive anchor box selection and DBL layer tweaking in YOLOv3,Applied Sciences,2021.0,"Yawar Rehman, Hafsa Amanullah, Dost Muhammad, Saqib Bhatti, Waqas Tariq Toor, Muhammad Ahmad, Manuel Mazzara",,,,
214,23_WAQAS_TARIQ_TOOR,journal,Evolution of random access process: From Legacy networks to 5G and beyond,Transactions on Emerging Telecommunications Technologies,2022.0,"Waqas Tariq Toor, Abdul Basit, Naeem Maroof, Saqib Ali Khan, Muhammad Saadi",,,,
215,23_WAQAS_TARIQ_TOOR,journal,Quantum key distribution protocol selector based on machine learning for next-generation networks,Sustainability,2022.0,"Ogobuchi Daniel Okey, Siti Sarah Maidin, Renata Lopes Rosa, Waqas Tariq Toor, Dick Carrillo Melgarejo, Lunchakorn Wuttisittikulkij, Muhammad Saadi, Demóstenes Zegarra Rodríguez",,,,
216,23_WAQAS_TARIQ_TOOR,journal,Wound rotor synchronous motor as promising solution for traction applications,Electronics,2022.0,"Asif Hussain, Zafar Baig, Waqas Tariq Toor, Usman Ali, Muhammad Idrees, Tamara Al Shloul, Yazeed Yasin Ghadi, Hend Khalid Alkahtani",,,,
217,23_WAQAS_TARIQ_TOOR,journal,A New Noise Shaping Approach for Sigma-Delta Modulators Using Two-Stage Feed-Forward Delays and Hybrid MASH-EFM,Electronics,2023.0,"Khalid Ijaz, Muhammad Adnan, Waqas Tariq Toor, Muhammad Asim Butt, Muhammad Hybrid, Izaz Hassan, Yazeed Yasin Ghadi, Fuad A Awwad, Mohamed R Abonazel, Syed Rehan Ashraf",,,,
218,23_WAQAS_TARIQ_TOOR,journal,Mini-slot based access barring scheme for IoT networks,Human-Centric Computing and Information Sciences,2023.0,"Maira Alvi, Waqas Tariq Toor, Yawar Rehman, Imran Javed, Muhammad Idrees, Junaid Imtiaz, Muhammad Assam, Amira Syed A Aziz, El-Awadi Attia",,,,
